Citation,DOI,Publication_Year,Paper_ID,Observation_ID,Cohort,Cohort_ID,Latitude,Longitude,Climate_region,Continent,Country,Ecosystem,Plant_invader,Scientific_name,Invsive_plant_ID,Response_variable,Response_variable_broad_cat,Response_variable_classification,Response_plant,Response_plant_scientific_name,Invader_Growth_form,Response_Plant_Growth_form,Growth_form_simililarity,Invader_Flower_symmetry,Response_plant_Flower_symmetry,Flower_symmetry_similarity,Invader_Flower_colour,Response_plant_Flower_colour,Flower_colour_similarity,Pollinator_Taxonomic_affilaition,Order,Source,Study_design,Comparison,n1i,m1i,sd1i,n2i,m2i,sd2i
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS417,CHT128,CHT127,46.666461,23.238219,Non-tropical,Europe,Romania,Riparain,Reynoutria japonica,Reynoutria japonica,SP48,Honey bee abundance,Abundance,Pollinator,NA,NA,Woody/Non-woody,NA,,Creamy-white,NA,,,NA,,Insecta,Hymnoptera,Figure 10 (ESM),Observational,Invaded vs Uninvaded,6,1,0.01,6,0.37,0.67
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS418,CHT128,CHT127,46.666461,23.238219,Non-tropical,Europe,Romania,Riparain,Reynoutria japonica,Reynoutria japonica,SP48,Hoverfly species richness,Richness,Pollinator,NA,NA,Woody/Non-woody,NA,,Creamy-white,NA,,,NA,,Insecta,Diptera,Figure 10 (ESM),Observational,Invaded vs Uninvaded,6,4.37,1.93,6,1.87,1.73
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS419,CHT128,CHT127,46.666461,23.238219,Non-tropical,Europe,Romania,Riparain,Reynoutria japonica,Reynoutria japonica,SP48,Wild bee species richness,Richness,Pollinator,NA,NA,Woody/Non-woody,NA,,Creamy-white,NA,,,NA,,Insecta,Hymnoptera,Figure 10 (ESM),Observational,Invaded vs Uninvaded,6,1.12,1.54,6,0.99,1.34
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS420,CHT128,CHT127,46.666461,23.238219,Non-tropical,Europe,Romania,Riparain,Reynoutria japonica,Reynoutria japonica,SP48,Hoverfly species diversity,Diversity,Pollinator,NA,NA,Woody/Non-woody,NA,,Creamy-white,NA,,,NA,,Insecta,Diptera,Figure 10 (ESM),Observational,Invaded vs Uninvaded,6,1.15,0.69,6,0.43,0.54
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS421,CHT128,CHT127,46.666461,23.238219,Non-tropical,Europe,Romania,Riparain,Reynoutria japonica,Reynoutria japonica,SP48,Wild bee species diversity,Diversity,Pollinator,NA,NA,Woody/Non-woody,NA,,Creamy-white,NA,,,NA,,Insecta,Hymnoptera,Figure 10 (ESM),Observational,Invaded vs Uninvaded,6,0.45,0.64,6,0.33,0.45
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS422,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Hoverfly abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,14.57,10.63,7,6.43,4.09
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS423,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Wild bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,6.81,3.96,7,10.87,7.11
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS424,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Honey bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,140.5,146.54,7,28.79,31.91
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS425,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Hoverfly species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,3.5,1.23,7,3.14,3.48
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS426,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Wild bee species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,2.37,1.01,7,4.62,1.42
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS427,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Hoverfly species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,1.12,0.38,7,0.89,0.9
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS428,CHT129,CHT128,46.574641,25.038028,Non-tropical,Europe,Romania,Wasteland/Old-field,Rudbeckia laciniata,Rudbeckia laciniata,SP52,Wild bee species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 11 (ESM),Observational,Invaded vs Uninvaded,7,0.75,0.42,7,1.44,0.33
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS429,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Hoverfly abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,46.99,39.88,7,10.64,13.19
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS430,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Wild bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,19.06,20.05,7,7.5,6.93
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS431,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Honey bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,12.24,11.88,7,11.12,12.66
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS432,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Hoverfly species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,2.64,2.29,7,1.39,1.41
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS433,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Wild bee species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,4.5,2.94,7,3.62,0.64
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS434,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Hoverfly species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,0.69,0.55,7,0.24,0.4
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS435,CHT130,CHT129,46.11511,24.49866,Non-tropical,Europe,Romania,Wasteland/Old-field,Solidago canadensis,Solidago canadensis,SP57,Wild bee species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 12 (ESM),Observational,Invaded vs Uninvaded,7,1.24,0.78,7,1.23,0.25
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS436,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Hoverfly abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,10.97,10.88,7,2.08,2.59
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS437,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Wild bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,3.2,3.29,7,5.96,7.33
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS438,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Honey bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,84.51,117.76,7,16.6,23.12
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS439,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Hoverfly species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,3,2.52,7,0.87,1.06
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS440,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Wild bee species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,2.12,2.66,7,2.62,3.49
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS441,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Hoverfly species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,0.78,0.77,7,0.35,0.44
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS442,CHT131,CHT130,47.1479,18.2286,Non-tropical,Europe,Hungary,Grassland,Solidago gigantea ,Solidago gigantea ,SP59,Wild bee species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 13 (ESM),Observational,Invaded vs Uninvaded,7,0.79,1.05,7,0.74,1.27
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS443,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Hoverfly abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Diptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,51.29,25.84,7,3.1,3.76
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS444,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Wild bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,10.16,6.81,7,1.28,1.22
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS445,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Honey bee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,164.21,82.24,7,3.04,4.47
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS446,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Hoverfly species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Diptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,4.75,0.83,7,1.12,1.83
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS447,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Wild bee species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,3.5,2.48,7,1.12,1.01
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS448,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Hoverfly species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Diptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,1.08,0.16,7,0.89,0.64
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS449,CHT132,CHT131,47.6083,19.0581,Non-tropical,Europe,Hungary,Grassland,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,SP62,Wild bee species diversity,Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 14 (ESM),Observational,Invaded vs Uninvaded,7,0.99,0.76,7,0.29,0.48
"Adedoja et al., 2021. Insect Conservation and Diversity, 14: 814-824",10.1111/icad.12517,2021,PR64,OBS450,CHT133,CHT132,-34.0719,18.8886,Non-tropical,Africa,South Africa,Shrubland,Pinus radiata; P. pinaster,Pinus radiata; P. pinaster,SP43,Flowerâ€“visitor abundance,Abundance,Pollinator,NA,NA,Woody,NA,,,NA,,,NA,,Insecta,Mixed,Figure 2a,Observational,Within/Near vs far,36,29.22,36.74,36,43.25,13.67
"Adedoja et al., 2021. Insect Conservation and Diversity, 14: 814-824",10.1111/icad.12517,2021,PR64,OBS451,CHT133,CHT132,-34.0719,18.8886,Non-tropical,Africa,South Africa,Shrubland,Pinus radiata; P. pinaster,Pinus radiata; P. pinaster,SP43,Flowerâ€“visitor species richness,Richness,Pollinator,NA,NA,Woody,NA,,,NA,,,NA,,Insecta,Mixed,Figure 2b,Observational,Within/Near vs far,36,5,2.49,36,8.74,2.16
"Zumkier, 2011. PhD Dissertation, Bielefeld University ",NA,2011,PR65,OBS452,CHT134,CHT133,52.0367271,8.4926664,Non-tropical,Europe,Germany,Grassland,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Seed set of Linaria vulgaris,Seed set,Pollination,Linaria vulgaris,Linaria vulgaris,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,White,Pale yellow,Dissimilar,Insecta,Mixed,Figure 4.1,Experimental,Invaded vs Uninvaded,12,28.55,23.24412184,12,14.04,17.45907214
"Zumkier, 2011. PhD Dissertation, Bielefeld University ",NA,2011,PR65,OBS453,CHT135,CHT134,52.0367271,8.4926664,Non-tropical,Europe,Germany,Grassland,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Seed set of Lotus corniculatus,Seed set,Pollination,Lotus corniculatus,Lotus corniculatus,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,White,Yellow,Dissimilar,Insecta,Mixed,Figure 4.1,Experimental,Invaded vs Uninvaded,12,1.66,1.905255888,12,2.5,2.528794179
"Zumkier, 2011. PhD Dissertation, Bielefeld University ",NA,2011,PR65,OBS454,CHT136,CHT135,52.0367271,8.4926664,Non-tropical,Europe,Germany,Grassland,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Seed set of Salvia nemorosa,Seed set,Pollination,Salvia nemorosa,Salvia nemorosa,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,White,Blue/Voilet,Dissimilar,Insecta,Mixed,Figure 4.1,Experimental,Invaded vs Uninvaded,12,0.11,0.034641016,12,0.16,0.346410162
"Zumkier, 2011. PhD Dissertation, Bielefeld University ",NA,2011,PR65,OBS455,CHT137,CHT136,52.0367271,8.4926664,Non-tropical,Europe,Germany,Grassland,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Seed set of Digitalis purpurea ,Seed set,Pollination,Digitalis purpurea ,Digitalis purpurea ,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,White,Pink,Dissimilar,Insecta,Mixed,Figure 4.1,Experimental,Invaded vs Uninvaded,12,20.38,10.2883818,12,13.74,13.5099963
"Zumkier, 2011. PhD Dissertation, Bielefeld University ",NA,2011,PR65,OBS456,CHT138,CHT137,52.0367271,8.4926664,Non-tropical,Europe,Germany,Grassland,Heracleum mantegazzianum,Heracleum mantegazzianum,SP24,Seed set of Lythrum salicaria,Seed set,Pollination,Lythrum salicaria,Lythrum salicaria,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,White,Purple,Dissimilar,Insecta,Mixed,Figure 4.1,Experimental,Invaded vs Uninvaded,12,6.77,4.919024293,12,6.59,6.824280182
"Carmo et al., 2025. Annals of the Brazilian Academy of Sciences, 97: e20231071",10.1590/0001-3765202520231071,2025,PR66,OBS457,CHT142,CHT138,-8.4921002,-37.5265364,Tropical,South America,Brazil ,Forest,Megathyrsus maximus,Megathyrsus maximus,SP34,Native pollinator richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Mixed,Table SIII,Observational,Invaded vs Uninvaded,8,1.18,0.223676635,10,2,0.28234622
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS458,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Abundance (Wild bees),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,10,23.95,7.59,10,16.25,13.4
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS459,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Species richness (Wild bees),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,10,6.75,1.94,10,4.62,3.44
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS460,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Species diversity (Wild bees),Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,10,1.63,0.3,10,1.18,0.75
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS461,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Abundance (Hoverflies),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Diptera,Figure 1,Observational,Invaded vs Uninvaded,10,33.5,20.5,10,37.12,30.62
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS462,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Species richness (Hoverflies),Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Diptera,Figure 1,Observational,Invaded vs Uninvaded,10,4.25,3.01,10,3,2.85
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS463,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Species diversity (Hoverflies),Diversity,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Diptera,Figure 1,Observational,Invaded vs Uninvaded,10,0.81,0.57,10,0.57,0.62
"Szigeti et al., 2020. Biological Invasions, 22: 3017-3030",10.1007/s10530-020-02305-6,2020,PR67,OBS464,CHT143,CHT139,47.39686,19.749968,Non-tropical,Europe,Hungary,Wasteland/Old-field,Asclepias syriaca,Asclepias syriaca,SP04,Abundance (Honey bees),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White/Pink/Red,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,10,55.37,48.47,10,8.85,10.92
"Horsley, 2013. PhD Dissertation, The University of Leeds",NA,2013,PR68,OBS465,CHT144,CHT140,57.6429575,-9.9650205,Non-tropical,Europe,Scotland,Riparain,Impatiens glandulifera,Impatiens glandulifera,SP26,Bumblebee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,Zygomorphic,NA,,Purple,NA,,Insecta,Hymnoptera,Figure 3.6a,Observational,Invaded vs Uninvaded,102,3.14,4.544777222,22,0.95,1.641645516
"Horsley, 2013. PhD Dissertation, The University of Leeds",NA,2013,PR68,OBS466,CHT144,CHT140,57.6429575,-9.9650205,Non-tropical,Europe,Scotland,Riparain,Impatiens glandulifera,Impatiens glandulifera,SP26,Foraging bumblebee abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,Zygomorphic,NA,,Purple,NA,,Insecta,Hymnoptera,Figure 3.6b,Observational,Invaded vs Uninvaded,16,31.44,22.28,26,9.17,7.3425881
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS467,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Number of visitors (Noncorbiculate wild bees),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,6,116.76,79.36346767,6,100.56,84.85032469
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS468,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Number of visitors (honeybees),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,6,55.3,42.42516235,6,14.52,10.94921915
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS469,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Number of visitors (Bumblebees),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Figure 1,Observational,Invaded vs Uninvaded,6,15.64,27.36080043,6,0.54,0.024494897
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS470,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Number of visitors (flies),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Figure 1,Observational,Invaded vs Uninvaded,6,7.82,4.115142768,6,9.49,5.486857024
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS471,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Number of visitors (Beetles),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Coleoptera,Figure 1,Observational,Invaded vs Uninvaded,6,16.2,13.66815276,6,20.67,15.03986702
